Reporting Economy;Product/Sector;Partner Economy;2015;;;;;;
Singapore;BOP6 - SG - Financial services;Japan;565;;;;;;
Singapore;BOP6 - SG - Financial services;Korea, Republic of;263;;;;;;
Singapore;BOP6 - SG - Financial services;United States of America;1226;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;Association of Southeast Asian Nations (ASEAN);470;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;Australia;122;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;China;391;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;European Union;0;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;European Union (28);542;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;France;17;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;Germany;29;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;Hong Kong, China;91;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;India;0;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;Japan;224;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;Korea, Republic of;116;;;;;;
Singapore;BOP6 - SH - Charges for the use of intellectual property n.i.e.;United States of America;123;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;Association of Southeast Asian Nations (ASEAN);1196;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;Australia;862;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;China;179;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;European Union;0;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;European Union (28);3207;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;France;133;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;Germany;165;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;Hong Kong, China;609;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;India;129;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;Japan;980;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;Korea, Republic of;97;;;;;;
Singapore;BOP6 - SI - Telecommunications, computer, and information services;United States of America;768;;;;;;
Singapore;BOP6 - SJ - Other business services;Association of Southeast Asian Nations (ASEAN);4196;;;;;;
Singapore;BOP6 - SJ - Other business services;Australia;1680;;;;;;
Singapore;BOP6 - SJ - Other business services;China;1833;;;;;;
Singapore;BOP6 - SJ - Other business services;European Union;4014;;;;;;
Singapore;BOP6 - SJ - Other business services;European Union (28);5899;;;;;;
Singapore;BOP6 - SJ - Other business services;France;494;;;;;;
Singapore;BOP6 - SJ - Other business services;Germany;774;;;;;;
Singapore;BOP6 - SJ - Other business services;Hong Kong, China;1576;;;;;;
Singapore;BOP6 - SJ - Other business services;India;658;;;;;;
Singapore;BOP6 - SJ - Other business services;Japan;2201;;;;;;
Singapore;BOP6 - SJ - Other business services;Korea, Republic of;483;;;;;;
Singapore;BOP6 - SJ - Other business services;United States of America;5864;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;Association of Southeast Asian Nations (ASEAN);1409;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;Australia;1015;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;China;497;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;European Union;2521;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;France;289;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;Germany;464;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;Hong Kong, China;1076;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;India;262;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;Japan;2010;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;Korea, Republic of;167;;;;;;
Singapore;BOP6 - SJ213 - Business and management consulting and public relations services;United States of America;3431;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;Association of Southeast Asian Nations (ASEAN);425;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;Australia;665;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;China;342;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;European Union;369;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;France;59;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;Germany;83;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;Hong Kong, China;0;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;India;45;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;Japan;191;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;Korea, Republic of;160;;;;;;
Singapore;BOP6 - SJ34 - Trade-related services;United States of America;623;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;Association of Southeast Asian Nations (ASEAN);2362;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;Australia;0;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;China;994;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;European Union;1124;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;France;146;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;Germany;227;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;Hong Kong, China;500;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;India;351;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;Japan;0;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;Korea, Republic of;156;;;;;;
Singapore;BOP6 - SJ35 - Other business services n.i.e.;United States of America;1810;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;Association of Southeast Asian Nations (ASEAN);110;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;Australia;55;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;China;0;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;European Union;25;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;European Union (28);73;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;France;6;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;Germany;10;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;Hong Kong, China;32;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;India;24;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;Japan;68;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;Korea, Republic of;47;;;;;;
Singapore;BOP6 - SK - Personal, cultural, and recreational services;United States of America;101;;;;;;
Singapore;BOP6 - SN - Services not allocated;Australia;2762;;;;;;
Singapore;BOP6 - SN - Services not allocated;China;40;;;;;;
Singapore;BOP6 - SN - Services not allocated;European Union;7293;;;;;;
Singapore;BOP6 - SN - Services not allocated;France;143;;;;;;
Singapore;BOP6 - SN - Services not allocated;Germany;718;;;;;;
Singapore;BOP6 - SN - Services not allocated;Hong Kong, China;170;;;;;;
Singapore;BOP6 - SN - Services not allocated;India;20;;;;;;
Singapore;BOP6 - SN - Services not allocated;Japan;3290;;;;;;
Singapore;BOP6 - SN - Services not allocated;Korea, Republic of;4;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Association of Southeast Asian Nations (ASEAN);14101;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Australia;9419;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Belgium;439;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Brunei Darussalam;339;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Cambodia;83;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Canada;915;;;;;;
Singapore;BOP6 - S - Memo item: Total services;China;8651;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Denmark;1368;;;;;;
Singapore;BOP6 - S - Memo item: Total services;European Union;17892;;;;;;
Singapore;BOP6 - S - Memo item: Total services;European Union (28);25615;;;;;;
Singapore;BOP6 - S - Memo item: Total services;France;1605;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Germany;2472;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Hong Kong, China;5281;;;;;;
Singapore;BOP6 - S - Memo item: Total services;India;3081;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Indonesia;3660;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Italy;513;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Japan;10129;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Korea, Republic of;2283;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Malaysia;3921;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Myanmar;311;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Netherlands;2200;;;;;;
Singapore;BOP6 - S - Memo item: Total services;New Zealand;1291;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Norway;1860;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Panama;258;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Philippines;1311;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Saudi Arabia, Kingdom of;416;;;;;;
Singapore;BOP6 - S - Memo item: Total services;South Africa;420;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Switzerland;4947;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Chinese Taipei;1826;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Thailand;2785;;;;;;
Singapore;BOP6 - S - Memo item: Total services;United Arab Emirates;1235;;;;;;
Singapore;BOP6 - S - Memo item: Total services;United Kingdom;7582;;;;;;
Singapore;BOP6 - S - Memo item: Total services;United States of America;16678;;;;;;
Singapore;BOP6 - S - Memo item: Total services;Viet Nam;1646;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;Association of Southeast Asian Nations (ASEAN);8639;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;Australia;3779;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;China;3712;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;European Union;6253;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;European Union (28);12218;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;France;898;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;Germany;1011;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;Hong Kong, China;3522;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;India;1410;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;Japan;4312;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;Korea, Republic of;1177;;;;;;
Singapore;BOP6 - SPX1 - Memo item: Other services;United States of America;8275;;;;;;
Viet Nam;BOP6 - SC - Transport;Association of Southeast Asian Nations (ASEAN);470;;;;;;
Viet Nam;BOP6 - SD - Travel;Association of Southeast Asian Nations (ASEAN);1235;;;;;;
